stat_date,證券代號,證券名稱,年度,月份,營收,備註
2024-08-01,5386,青雲,2024,8,485376,本期及累計營收增加主要係記憶體模組訂單交貨所致
2024-08-01,5426,振發,2024,8,118080,
2024-08-01,5438,東友,2024,8,151808,"主係中國市場回温,客戶進行產品推廣促銷,致營收較同期單月成長"
2024-08-01,5465,富驊,2024,8,314755,
2024-08-01,5474,聰泰,2024,8,94588,
2024-08-01,5490,同亨,2024,8,90710,係因去年同期主要客戶出貨減少。
2024-08-01,6121,新普,2024,8,7703111,
2024-08-01,6150,撼訊,2024,8,187757,終端市場需求減少
2024-08-01,6160,欣技,2024,8,103464,
2024-08-01,6161,捷波,2024,8,92715,
2024-08-01,6188,廣明,2024,8,587707,
2024-08-01,6228,全譜,2024,8,4896,依客戶訂單出貨及新增智慧商務產品
2024-08-01,6276,安鈦克,2024,8,108143,
2024-08-01,6441,廣錠,2024,8,77913,
2024-08-01,6570,維田,2024,8,69980,
2024-08-01,6577,勁豐,2024,8,201390,
2024-08-01,6680,鑫創電子,2024,8,75559,
2024-08-01,6922,宸曜,2024,8,101541,
2024-08-01,8050,廣積,2024,8,601752,
2024-08-01,8076,伍豐,2024,8,148847,
2024-08-01,8234,新漢,2024,8,503039,
2024-08-01,8410,森田,2024,8,117719,
2024-08-01,3066,李洲,2024,8,18210,
2024-08-01,3128,昇銳,2024,8,100412,
2024-08-01,3230,錦明,2024,8,37081,
2024-08-01,3297,杭特,2024,8,18624,
2024-08-01,3339,泰谷,2024,8,56541,
2024-08-01,3362,先進光,2024,8,410176,
2024-08-01,3434,哲固,2024,8,48031,
2024-08-01,3441,聯一光電,2024,8,30602,
2024-08-01,3455,由田,2024,8,155195,
2024-08-01,3490,單井,2024,8,28422,
2024-08-01,3516,亞帝歐,2024,8,79272,
2024-08-01,3523,迎輝,2024,8,11526,"太陽能及儲能系統建置:銷貨額$6,096,873;ITO:銷貨額$3,086,340"
2024-08-01,3531,先益,2024,8,125360,
2024-08-01,3615,安可,2024,8,87989,
2024-08-01,3623,富晶通,2024,8,19040,
2024-08-01,3630,新鉅科,2024,8,170294,
2024-08-01,3666,光耀,2024,8,69977,
2024-08-01,3691,碩禾,2024,8,546556,係因太陽能導電漿產品銷量增加所致
2024-08-01,4729,熒茂,2024,8,81600,
2024-08-01,4933,友輝,2024,8,265347,
2024-08-01,4972,湯石照明,2024,8,119590,112年10月31日以股份轉換方式合併大峽谷KY，自112年11月起營收公告金額包含該公司。
2024-08-01,4995,晶達,2024,8,138001,
2024-08-01,5220,萬達光電,2024,8,60093,
2024-08-01,5230,雷笛克光學,2024,8,140431,
2024-08-01,5245,智晶,2024,8,77670,
2024-08-01,5251,天鉞電,2024,8,13435,
2024-08-01,5315,光聯,2024,8,137185,
2024-08-01,5371,中光電,2024,8,3627380,
2024-08-01,5392,能率,2024,8,790982,
2024-08-01,5443,均豪,2024,8,415556,配合客戶出貨
2024-08-01,6125,廣運,2024,8,223007,本月營收較去年同月減少，主係合併子公司因市場需求減緩所致。
2024-08-01,6167,久正,2024,8,94344,
2024-08-01,6222,立軒,2024,8,190,
2024-08-01,6234,高僑,2024,8,51243,
2024-08-01,6244,茂迪,2024,8,244142,
2024-08-01,6246,臺龍,2024,8,136938,
2024-08-01,6419,京晨科,2024,8,67606,美國子公司陸續接獲監控系統及專案建置工程，致使營收增加。
2024-08-01,6517,保勝光學,2024,8,68078,配合客戶交期所致
2024-08-01,6556,勝品,2024,8,126635,
2024-08-01,6560,欣普羅,2024,8,17506,因客戶產品需求趨緩。
2024-08-01,6859,伯特光,2024,8,51582,
2024-08-01,6899,創為精密,2024,8,112729,
2024-08-01,7402,邑錡,2024,8,43299,
2024-08-01,8049,晶采,2024,8,103628,
2024-08-01,8064,東捷,2024,8,261806,
2024-08-01,8069,元太,2024,8,3079752,受新舊產品轉換期影響，致公司8月營收較去年同期增加
2024-08-01,8111,立��,2024,8,66824,
2024-08-01,8240,華宏,2024,8,650121,
2024-08-01,3081,聯亞,2024,8,107291,出貨量較同期增加
2024-08-01,3095,及成,2024,8,48553,
2024-08-01,3152,璟德,2024,8,142116,
2024-08-01,3163,波若威,2024,8,140363,
2024-08-01,3221,台嘉碩,2024,8,186992,
2024-08-01,3234,光環,2024,8,44854,
2024-08-01,3306,鼎天,2024,8,75272,
2024-08-01,3363,上詮,2024,8,126641,
2024-08-01,3466,德晉,2024,8,22641,客戶延遲出貨
2024-08-01,3491,昇達科,2024,8,201303,因應市場需求，低軌衛星客戶出貨增加，推動本月營收大幅上升。
2024-08-01,3499,環天科,2024,8,38665,客戶出貨較去年同期穩定成長所致
2024-08-01,3558,神準,2024,8,1007766,
2024-08-01,3564,其陽,2024,8,212545,
2024-08-01,3632,研勤,2024,8,33497,
2024-08-01,3672,康聯訊,2024,8,18574,
2024-08-01,3684,榮昌,2024,8,67329,
2024-08-01,4903,聯光通,2024,8,77047,本月子公司增加，故導致營業收入增加
2024-08-01,4905,台聯電,2024,8,55609,主因新增子公司認列營收。
2024-08-01,4908,前鼎,2024,8,50758,
2024-08-01,4909,新復興,2024,8,419037,一、去年基期較低。二、5G天線及衛星通訊產品客戶端需求增加持續下單。
2024-08-01,4979,華星光,2024,8,319033,
2024-08-01,5348,正能量智能,2024,8,16853,
2024-08-01,5353,台林,2024,8,162144,
2024-08-01,6109,亞元,2024,8,53550,
2024-08-01,6143,振曜,2024,8,661225,
2024-08-01,6163,華電網,2024,8,509998,
2024-08-01,6170,統振,2024,8,248180,
2024-08-01,6190,萬泰科,2024,8,752004,
2024-08-01,6218,豪勉,2024,8,95210,
2024-08-01,6241,易通展,2024,8,53329,
2024-08-01,6245,立端,2024,8,570477,
2024-08-01,6263,普萊德,2024,8,144198,
2024-08-01,6417,韋僑,2024,8,123226,
2024-08-01,6465,威潤,2024,8,15060,
2024-08-01,6470,宇智,2024,8,201623,
2024-08-01,6486,互動,2024,8,140179,
2024-08-01,6530,創威,2024,8,24852,
2024-08-01,6546,正基,2024,8,216934,
2024-08-01,6561,是方,2024,8,316150,
2024-08-01,6588,東典光電,2024,8,9992,
2024-08-01,8034,榮群,2024,8,9302,主係去年同期之國外訂單金額高
2024-08-01,8048,德勝,2024,8,62608,部份客戶庫存調整中，部份訂單延後出貨
2024-08-01,8059,凱碩,2024,8,5745,主因受客戶訂單需求變化影響所致
2024-08-01,8089,康全電訊,2024,8,520626,新市場出貨增加所致
2024-08-01,8097,常珵,2024,8,28612,新開發客戶.已陸續交貨
2024-08-01,8176,智捷,2024,8,40242,
2024-08-01,1336,台翰,2024,8,235398,
2024-08-01,1595,川寶,2024,8,82869,
2024-08-01,1815,富喬,2024,8,384240,主要受高階薄布需求大幅增加及歐美市場需求回溫影響。
2024-08-01,3078,僑威,2024,8,782990,
2024-08-01,3114,好德,2024,8,216693,
2024-08-01,3115,富榮綱,2024,8,369,111年第二季起以開發大陸市場為主，但因逢新冠肺炎疫情期間，且又碰到中美貿易戰，大陸市場需求一直沒有起色。
2024-08-01,3191,雲嘉南,2024,8,15646,
2024-08-01,3202,樺晟,2024,8,510196,
2024-08-01,3206,志豐,2024,8,343207,
2024-08-01,3207,耀勝,2024,8,126388,本月營收較去年提高，因訂單增加所致。
2024-08-01,3217,優群,2024,8,366376,
2024-08-01,3236,千如,2024,8,175369,
2024-08-01,3276,宇環,2024,8,69824,
2024-08-01,3288,點晶,2024,8,6466,
2024-08-01,3290,東浦,2024,8,177700,
2024-08-01,3294,英濟,2024,8,407855,
2024-08-01,3310,佳穎,2024,8,120578,"營建建案(昕聯心)完工入帳金額138,463仟元。"
2024-08-01,3322,建舜電,2024,8,218590,
2024-08-01,3332,幸康,2024,8,127805,
2024-08-01,3354,律勝,2024,8,9160,
2024-08-01,3357,臺慶科,2024,8,473812,
2024-08-01,3388,崇越電,2024,8,644969,
2024-08-01,3390,旭軟,2024,8,70878,
2024-08-01,3484,崧騰,2024,8,397316,
2024-08-01,3492,長盛,2024,8,70620,
2024-08-01,3511,矽瑪,2024,8,161675,
2024-08-01,3520,華盈,2024,8,95352,
2024-08-01,3526,凡甲,2024,8,300519,
2024-08-01,3537,堡達,2024,8,254191,
2024-08-01,3548,兆利,2024,8,718441,
2024-08-01,3597,映興,2024,8,67651,
2024-08-01,3609,三一東林,2024,8,17699,客製化汽車交期受排程影響營收減少；LED產品歐洲出貨下滑營收減少
2024-08-01,3624,光頡,2024,8,238423,
2024-08-01,3631,晟楠,2024,8,3230,因客戶訂單減少了
2024-08-01,3646,艾恩特,2024,8,69357,
2024-08-01,3689,湧德,2024,8,466056,
2024-08-01,3710,連展投控,2024,8,657850,
2024-08-01,4542,科嶠,2024,8,28052,基於終端產業市場需求、產能利用率不同，安排進場安裝與認列時程有所遞延，致使近期營收較去年同期減少。
2024-08-01,4939,亞電,2024,8,141500,
2024-08-01,4974,亞泰,2024,8,481082,本月營收較去年同期增加，主係客戶需求較去年同期增加
2024-08-01,5228,鈺鎧,2024,8,50580,
2024-08-01,5291,邑昇,2024,8,93414,
2024-08-01,5309,系統電,2024,8,242048,
2024-08-01,5328,華容,2024,8,86922,
2024-08-01,5340,建榮,2024,8,195777,本期因產品組合優化，致營收增加。
2024-08-01,5355,佳總,2024,8,42731,
2024-08-01,5381,合正,2024,8,326820,本月出貨量較大及112年3月起新增合併主體三江電機
2024-08-01,5439,高技,2024,8,351539,
2024-08-01,5457,宣德,2024,8,2373566,
2024-08-01,5460,同協,2024,8,26482,
2024-08-01,5464,霖宏,2024,8,109638,
2024-08-01,5475,德宏,2024,8,48035,
2024-08-01,5488,松普,2024,8,80435,
2024-08-01,5498,凱崴,2024,8,102060,
2024-08-01,6114,久威,2024,8,82697,
2024-08-01,6124,業強,2024,8,177394,
2024-08-01,6126,信音,2024,8,335501,
2024-08-01,6127,九豪,2024,8,97431,以上資訊係屬初步自行結算完成，未經會計師簽證或核閱
2024-08-01,6134,萬旭,2024,8,145605,本月較去年同期營收業績提升
2024-08-01,6156,松上,2024,8,376418,
2024-08-01,6158,禾昌,2024,8,177110,
2024-08-01,6173,信昌電,2024,8,328331,
2024-08-01,6174,安��,2024,8,37124,
2024-08-01,6175,立敦,2024,8,373732,
2024-08-01,6185,幃翔,2024,8,31072,
2024-08-01,6194,育富,2024,8,136846,
2024-08-01,6203,海韻電,2024,8,111110,"因市場需求減少, 營收較去年同期減少。"
2024-08-01,6204,艾華,2024,8,34844,
2024-08-01,6207,雷科,2024,8,94762,
2024-08-01,6208,日揚,2024,8,327581,
2024-08-01,6210,慶生,2024,8,23534,
2024-08-01,6217,中探針,2024,8,298641,無
2024-08-01,6220,岳豐,2024,8,1052943,
2024-08-01,6259,百徽,2024,8,35020,
2024-08-01,6266,泰詠,2024,8,296895,
2024-08-01,6274,台燿,2024,8,2211638,因高階產品發酵
2024-08-01,6275,元山,2024,8,339312,
2024-08-01,6279,胡連,2024,8,718851,
2024-08-01,6284,佳邦,2024,8,636326,
2024-08-01,6290,良維,2024,8,706629,
2024-08-01,6292,迅德,2024,8,85485,
2024-08-01,6418,詠昇,2024,8,72298,
2024-08-01,6432,今展科,2024,8,93057,
2024-08-01,6538,倉和,2024,8,161358,
2024-08-01,6584,南俊國際,2024,8,166405,與去年同期變化原因：主係客戶端庫存去化逐漸進入尾聲，以及伺服器導軌新產品出貨增溫所致。
2024-08-01,6642,富致,2024,8,45552,
2024-08-01,6664,群翊,2024,8,221295,
2024-08-01,6727,亞泰金屬,2024,8,135095,本月驗收台數較多
2024-08-01,6761,穩得,2024,8,170757,
2024-08-01,6821,聯寶,2024,8,54060,
2024-08-01,6913,鴻呈,2024,8,192981,無
2024-08-01,6967,汎瑋材料,2024,8,118396,
2024-08-01,8038,長園科,2024,8,15901,配合客戶需求出貨
2024-08-01,8042,金山電,2024,8,331539,
2024-08-01,8043,蜜望實,2024,8,428218,
2024-08-01,8071,能率網通,2024,8,169683,
2024-08-01,8074,鉅橡,2024,8,120609,
2024-08-01,8093,保銳,2024,8,18574,
2024-08-01,8109,博大,2024,8,128578,
2024-08-01,8121,越峰,2024,8,276899,
2024-08-01,8147,正淩,2024,8,121241,
2024-08-01,8155,博智,2024,8,313067,
2024-08-01,8182,加高,2024,8,266098,
2024-08-01,8289,泰藝,2024,8,108738,
2024-08-01,8291,尚茂,2024,8,267,係因消費性電子產品復甦力道仍不足，整體景氣的狀況恢復緩慢，再加上市場價格過低，以及暫時停止生產，造成營收衰退所致。
2024-08-01,8358,金居,2024,8,606832,
2024-08-01,3224,三顧,2024,8,139753,
2024-08-01,3232,昱捷,2024,8,125287,
2024-08-01,3360,尚立,2024,8,625343,"本月較去年同月增加50％以上,係客戶需求增加"
2024-08-01,3444,利機,2024,8,103086,
2024-08-01,6113,亞矽,2024,8,71123,
2024-08-01,6118,建達,2024,8,858781,
2024-08-01,6154,順發,2024,8,370588,
2024-08-01,6227,茂綸,2024,8,1112558,
2024-08-01,6265,方方土昶,2024,8,23895,113年8月價格及出貨量較112年8月減少所致
2024-08-01,6270,倍微,2024,8,191619,
2024-08-01,8032,光菱,2024,8,267848,註：本月(年)新台幣(累計)營業收入淨額=本月(年)功能性貨幣(累計)營業收入淨額x本月(年累計)換算匯率
2024-08-01,8067,志旭,2024,8,10662,
2024-08-01,8068,全達,2024,8,58643,
2024-08-01,8084,巨虹,2024,8,44097,
2024-08-01,8096,擎亞,2024,8,2037502,
2024-08-01,3147,大綜,2024,8,510507,
2024-08-01,3570,大塚,2024,8,130134,
2024-08-01,4953,緯軟,2024,8,872166,
2024-08-01,5201,凱衛,2024,8,15410,
2024-08-01,5202,力新,2024,8,8936,
2024-08-01,5210,寶碩,2024,8,16497,
2024-08-01,5211,蒙恬,2024,8,13886,
2024-08-01,5212,凌網,2024,8,88497,
2024-08-01,5310,天剛,2024,8,109,本年營收減少係因資訊系統整合業務及遊戲軟體銷售皆較去年減少所致
2024-08-01,5403,中菲,2024,8,226677,"本公司於112年6月間出售仁大公司全部股份,故自112/7起無合併營業收入,為比較性同時調整去年同期及去年累計公告金額。"
2024-08-01,5410,國眾,2024,8,283799,
2024-08-01,6123,上奇,2024,8,556462,
2024-08-01,6140,訊達電腦,2024,8,165428,
2024-08-01,6148,驊宏資,2024,8,70699,1.本月同期增加原因：係113/08金融機構專案出貨、驗收
2024-08-01,6221,晉泰,2024,8,514974,
2024-08-01,6231,系微,2024,8,108760,
2024-08-01,6516,勤崴國際,2024,8,37652,
2024-08-01,6590,普鴻,2024,8,48784,
2024-08-01,6593,台灣銘板,2024,8,53043,
2024-08-01,6697,東捷資訊,2024,8,101832,
2024-08-01,6751,智聯服務,2024,8,124302,
2024-08-01,6752,叡揚,2024,8,151022,
2024-08-01,6791,虎門科技,2024,8,59043,
2024-08-01,6874,倍力,2024,8,72231,
2024-08-01,8099,大世科,2024,8,302213,
2024-08-01,8272,全景軟體,2024,8,32752,
2024-08-01,8284,三竹,2024,8,238146,
2024-08-01,8416,實威,2024,8,100635,
2024-08-01,1785,光洋科,2024,8,2564162,
2024-08-01,3067,全域,2024,8,778,去年國外客戶下單暢旺，故基期較高使本月及本年累計營業收入減少幅度較大。
2024-08-01,3093,港建*,2024,8,96526,2024年本年減少53.86%，主係機器設備銷售減少所致。
2024-08-01,3131,弘塑,2024,8,327076,
2024-08-01,3219,倚強科,2024,8,97677,
2024-08-01,3285,微端,2024,8,76800,
2024-08-01,3289,宜特,2024,8,400068,
2024-08-01,3303,岱稜,2024,8,336756,
2024-08-01,3324,雙鴻,2024,8,1424957,
2024-08-01,3373,熱映,2024,8,35258,
2024-08-01,3402,漢科,2024,8,454213,
2024-08-01,3465,進泰電子,2024,8,190091,
2024-08-01,3498,陽程,2024,8,120046,本月可完工案件較多所致
2024-08-01,3508,位速,2024,8,45121,
2024-08-01,3541,西柏,2024,8,108065,
2024-08-01,3552,同致,2024,8,647842,
2024-08-01,3580,友威科,2024,8,50239,
2024-08-01,3587,閎康,2024,8,434316,
2024-08-01,3628,盈正,2024,8,223549,
2024-08-01,3663,鑫科,2024,8,499309,本月營收較去年同期增加105.76%主要係合併中鋼精材之故，另本月貴金屬銷售金額佔合併營收比率為44%。
2024-08-01,4554,橙的,2024,8,25784,
2024-08-01,4577,達航科技,2024,8,60196,"本月營收較去年同期增加25,547仟元，主係設備產銷及專業服務分別增加12,112仟元及12,034仟元所致。"
2024-08-01,4760,勤凱科技,2024,8,135482,
2024-08-01,5452,佶優,2024,8,478900,
2024-08-01,5489,彩富,2024,8,160461,
2024-08-01,5493,三聯,2024,8,357913,
2024-08-01,5536,聖暉*,2024,8,2379433,
2024-08-01,6146,耕興,2024,8,380153,
2024-08-01,6151,晉倫,2024,8,127864,
2024-08-01,6187,萬潤,2024,8,677691,因客戶擴產，設備需求較去年同期上升
2024-08-01,6512,啟發電,2024,8,13424,
2024-08-01,6613,朋億*,2024,8,912560,
2024-08-01,6654,天正國際,2024,8,30589,
2024-08-01,6667,信紘科,2024,8,377504,本月營收較去年同期增加50%以上， 主係產品組合及依案件進度認列所致。
2024-08-01,6735,美達科技,2024,8,21208,本月訂單需求增加
2024-08-01,6739,竹陞科技,2024,8,37018,
2024-08-01,6840,東研信超,2024,8,79557,主係檢測訂單持續回流，且遞延之AI伺服器機種下半年起陸續開案等因素所致，去年因無法執行FCC檢測業務而訂單下滑
2024-08-01,6855,數泓科,2024,8,51542,
2024-08-01,6877,鏵友益,2024,8,32855,本期營收減少，主要係因出貨減少所致。
2024-08-01,6903,巨漢,2024,8,168387,
2024-08-01,7703,銳澤,2024,8,165008,
2024-08-01,8047,星雲,2024,8,51252,
2024-08-01,8085,福華,2024,8,59261,
2024-08-01,8092,建暐,2024,8,35110,
2024-08-01,8183,精星,2024,8,637882,
2024-08-01,8383,千附,2024,8,234593,
2024-08-01,8431,匯鑽科,2024,8,106239,
2024-08-01,8908,欣雄,2024,8,673977,
2024-08-01,8917,欣泰,2024,8,203036,
2024-08-01,8927,北基,2024,8,981871,轉投資公司「北基實業」自112/12取得控制力， 113年起認列該公司營收，8月有建案過戶完成認列營收2億，故使本月營收大增。
2024-08-01,8931,大汽電,2024,8,229282,
2024-08-01,2596,綠意,2024,8,44536,"本公司在建建案尚未完工,故113年8月單月營收及累計營收均較112年同期減少。"
2024-08-01,2718,全心投控,2024,8,65537,配合銷售個案交屋認列收入
2024-08-01,3188,鑫龍騰,2024,8,136686,不動產於過戶時點認列營收，故波動較大。
2024-08-01,3489,森寶,2024,8,84361,
2024-08-01,3512,皇龍,2024,8,1397,本期建案完工交屋減少.
2024-08-01,4113,聯上,2024,8,188571,營收隨完工案量多寡而變化係屬建設業特性，故本年及本期業績大幅成長尚屬合理。
2024-08-01,4416,三圓,2024,8,8491,
2024-08-01,4907,富宇,2024,8,37546,餘屋出售
2024-08-01,5206,坤悅,2024,8,16636,本期營業收入較去年同期增加，主要係因本期「領秀」餘屋交屋認列收入所致。
2024-08-01,5213,亞昕,2024,8,82388,本年度完成一個工案、餘屋及租金收入
2024-08-01,5324,士開,2024,8,50350,
2024-08-01,5455,昇益,2024,8,186,今年因建案交屋認列收入，因此與去年累計營收相比較變動幅度較大。
2024-08-01,5508,永信建,2024,8,506323,營收隨完工案量多寡而變化乃屬建設業特性，故本年業績大幅成長尚屬合理。
2024-08-01,5511,德昌,2024,8,672467,
2024-08-01,5512,力麒,2024,8,584910,係因建設部門去年同期出售房地較高所致。
2024-08-01,5514,三豐,2024,8,460,
2024-08-01,5516,雙喜,2024,8,158920,
2024-08-01,5520,力泰,2024,8,364518,
2024-08-01,5523,豐謙,2024,8,164,本月營收僅認列租賃收入所致。
2024-08-01,5529,鉅陞,2024,8,6496,
2024-08-01,5548,安倉,2024,8,182014,
2024-08-01,6171,大城地產,2024,8,33,
2024-08-01,6186,新潤,2024,8,794209,認列建案營收
2024-08-01,6198,瑞築,2024,8,20,本月僅有租賃收入
2024-08-01,6212,理銘,2024,8,2825,累計營收較去年增加，主要係本年度交屋量體較大
2024-08-01,6219,富旺,2024,8,464236,
2024-08-01,6264,富裔,2024,8,4899,本月營收減少主因為子公司採完工百分比法認列收入，再則公共工程收尾階段 致累計營收較去年同期減少
2024-08-01,8080,泰霖,2024,8,12602,
2024-08-01,8424,惠普,2024,8,81029,
2024-08-01,2641,正德,2024,8,142553,
2024-08-01,2643,捷迅,2024,8,444820,
2024-08-01,5601,台聯櫃,2024,8,7661,
2024-08-01,5603,陸海,2024,8,170067,
2024-08-01,5609,中菲行,2024,8,2466688,
2024-08-01,1259,安心,2024,8,535781,
2024-08-01,1268,漢來美食,2024,8,470903,
2024-08-01,2719,燦星旅,2024,8,279001,去年國門剛開放旅遊
2024-08-01,2729,瓦城,2024,8,575541,
2024-08-01,2732,六角,2024,8,375017,
2024-08-01,2734,易飛網,2024,8,142087,
2024-08-01,2736,富野,2024,8,24528,
2024-08-01,2740,天蔥,2024,8,34863,差異原因係門店數較去年同期增加外，另自上期起新開闢非餐飲銷售通路，新增B2B銷售。
2024-08-01,2743,山富,2024,8,527006,旅遊人數增加
2024-08-01,2745,五福,2024,8,588078,受惠政府解除組團禁令，觀光市場需求增加帶動本公司營收增長。
2024-08-01,2751,王座,2024,8,123355,
2024-08-01,2752,豆府,2024,8,340324,
2024-08-01,2754,亞洲藏壽司,2024,8,551225,
2024-08-01,2755,揚秦,2024,8,229319,
2024-08-01,2756,聯發國際,2024,8,59374,
2024-08-01,3252,海灣,2024,8,46294,
2024-08-01,3522,御嵿,2024,8,41687,
2024-08-01,4419,皇家美食,2024,8,204363,5月份取得子公司台鋼漢堡王，故差異百分比達到50%以 上。
2024-08-01,4530,宏易,2024,8,15926,係為本公司自結數
2024-08-01,5301,寶得利,2024,8,28717,因疫情過後漸恢復觀光旅遊收入
2024-08-01,5364,力麗店,2024,8,35943,
2024-08-01,5701,劍湖山,2024,8,58553,
2024-08-01,5703,亞都麗緻,2024,8,29153,
2024-08-01,5704,老爺知,2024,8,31495,
2024-08-01,5905,南仁湖,2024,8,106569,
2024-08-01,7708,全家餐飲,2024,8,220664,
2024-08-01,8077,洛��,2024,8,82970,
2024-08-01,5864,致和證,2024,8,-19840,主要係營業證券評價故
2024-08-01,5878,台名,2024,8,77940,
2024-08-01,6015,宏遠證,2024,8,92033,
2024-08-01,6016,康和證,2024,8,298163,主係本月自營評價利益較去年同期增加。
2024-08-01,6020,大展證,2024,8,32120,自營部門營業證券出售淨利益本月較去年同期增加
2024-08-01,6021,美好證,2024,8,59961,本年交易量及營業證券評價利益相較去年上升，故營業收入增加。
2024-08-01,6023,元大期貨,2024,8,409422,
2024-08-01,6026,福邦證,2024,8,19944,"本月較同期""減""幅達 72%係庫存營業證券評價之淨損失增加所致。"
2024-08-01,1584,精剛,2024,8,310815,
2024-08-01,2221,大甲,2024,8,139477,
2024-08-01,3284,太普高,2024,8,88859,本年累計營收較去年同期增加，係公司7~8月認列營建收入及本年子公司營收較同期增加。
2024-08-01,3313,斐成,2024,8,3555,本年營收較去年同期增加，係因本年新增建材出售以及合併子公司之營收所致。
2024-08-01,4430,耀億,2024,8,190623,
2024-08-01,4529,淳紳,2024,8,599,本年VS去年減少口罩收入增加電廠及租賃收入
2024-08-01,4541,晟田,2024,8,124873,
2024-08-01,4556,旭然,2024,8,54829,
2024-08-01,4950,金耘國際,2024,8,90,本月營收較去年同期營收減少，係因客戶訂單減少所致。
2024-08-01,5209,新鼎,2024,8,510591,
2024-08-01,5345,天揚,2024,8,669,
2024-08-01,5398,慕康生醫,2024,8,25509,本月營收較去年同期增加52.79%，主要係新增子公司業務所致。
2024-08-01,5450,南良,2024,8,236481,
2024-08-01,5481,新華,2024,8,10575,
2024-08-01,5530,龍巖,2024,8,266855,
2024-08-01,5604,中連,2024,8,13270,
2024-08-01,6179,亞通,2024,8,222792,
2024-08-01,6199,天品,2024,8,7979,
2024-08-01,6236,中湛,2024,8,2834,本月增減達50%以上，主要係因本期增加資訊收入所致。
2024-08-01,6240,松崗,2024,8,3273,
2024-08-01,6721,信實,2024,8,274850,
2024-08-01,6881,潤德,2024,8,181101,
2024-08-01,6904,伯鑫,2024,8,77525,
2024-08-01,8342,益張,2024,8,157155,
2024-08-01,8354,冠好,2024,8,63315,
2024-08-01,8401,白紗科,2024,8,131079,
2024-08-01,8421,旭源,2024,8,108204,
2024-08-01,8435,鉅邁,2024,8,59904,
2024-08-01,8489,三貝德,2024,8,125407,
2024-08-01,8905,裕國,2024,8,174981,本年度因無建案收入，故累至本期營收較去年累計數減少
2024-08-01,8906,花王,2024,8,24160,
2024-08-01,8916,光隆,2024,8,714698,
2024-08-01,8921,沈氏,2024,8,50342,
2024-08-01,8929,富堡,2024,8,70511,
2024-08-01,8932,智通*,2024,8,108446,
2024-08-01,8935,邦泰,2024,8,42501,
2024-08-01,8936,國統,2024,8,319398,
2024-08-01,8937,合騏,2024,8,3890,
2024-08-01,8942,森鉅,2024,8,301225,
2024-08-01,2926,誠品生活,2024,8,579771,
2024-08-01,3064,泰偉,2024,8,7824,
2024-08-01,3083,網龍,2024,8,27190,
2024-08-01,3086,華義,2024,8,13720,
2024-08-01,3293,鈊象,2024,8,1601594,
2024-08-01,3546,宇峻,2024,8,98114,
2024-08-01,3629,地心引力,2024,8,3,主係客戶行銷專案減少導致營收衰退。
2024-08-01,4806,桂田文創,2024,8,7386,各業務團隊的整合開始發揮綜效，形塑娛樂產業一條龍的完整服務架構。
2024-08-01,4946,辣椒,2024,8,1720,主係今年沒新遊戲上線，故本期營收較去年同期為低。
2024-08-01,5263,智崴,2024,8,134261,因增加新訂單，本月依工程進度認列營收，致2024年8月營收較去年同期增加。
2024-08-01,5478,智冠,2024,8,570706,因IFRS15，MyCard屬代理性質營收採淨額，若總額本期為25.85億，較上期增加3.05%，較去年同期增加38.54%
2024-08-01,6101,寬魚國際,2024,8,16869,"本年度累計營收較去年度增加,主係因公司穩定發展,各式商演活動的承辦創造營收。"
2024-08-01,6111,大宇資,2024,8,520404,新增子公司營收
2024-08-01,6144,得利影,2024,8,14991,
2024-08-01,6169,昱泉,2024,8,2085,
2024-08-01,6180,橘子,2024,8,1091467,
2024-08-01,6294,智基,2024,8,77822,
2024-08-01,6482,弘煜科,2024,8,47999,本月增加50%以上，主要係產品推出表現亮眼。
2024-08-01,6542,隆中,2024,8,62421,
2024-08-01,6596,寬宏藝術,2024,8,122522,本年展演節目較去年多
2024-08-01,6856,鑫傳,2024,8,62726,本公司持美雅國際企業(股)公司58.48%股權，本月合併營收包含美雅國際企業(股)公司。
2024-08-01,7584,樂意,2024,8,96328,本月及本年度營業收入較去年同期成長，主要係受惠新上市遊戲所致。
2024-08-01,8446,華研,2024,8,137374,
2024-08-01,8450,霹靂,2024,8,22782,
2024-08-01,8923,時報,2024,8,34314,
2024-08-01,9949,琉園,2024,8,9666,
2024-08-01,1240,茂生農經,2024,8,240258,
2024-08-01,4171,瑞基,2024,8,30058,主係畜產類產品出貨增加所致
2024-08-01,6508,惠光,2024,8,173711,
2024-08-01,6578,達邦蛋白,2024,8,21787,越南因非洲豬瘟撲殺病豬，影響飼料廠庫存去化，目前已逐步開始復育
2024-08-01,3073,天方能源,2024,8,3668,
2024-08-01,3551,世禾,2024,8,216240,
2024-08-01,3713,新晶投控,2024,8,37338,因本期模組及商品出售量下滑及工程驗收相較去年同期下降，故本月營收相對下降。
2024-08-01,5205,中茂,2024,8,3568,係因本期清運收入較同期增加
2024-08-01,5432,新門,2024,8,15443,
2024-08-01,6624,萬年清,2024,8,43518,
2024-08-01,6692,進能服,2024,8,111382,
2024-08-01,6803,崑鼎,2024,8,753028,
2024-08-01,6894,衛司特,2024,8,67934,
2024-08-01,7715,裕山,2024,8,138758,112年初公告之投標案件延宕至年中，下半年所有得標的業務案件幾乎同時展開，致112年第四季開始營收增加，延續至本年度。
